"","55","56","57","58","59","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90"
"1583824860480f0da19797add658913d",2791,17097,0,77471,0,0,42908,78203,149227,0,30941,0,109025,34708,64860,93304,53323,8079,22870,0,73,10,23,0,0,305,0,8,0,0,24,3,0,0,0
"ebcc40d5e025bdcb66fe5bfbc180536a",93184,99226,132542,65,23326,29767,21189,22137,24208,9686,16895,5246,64422,54215,30433,32809,65332,24140,75176,242,37173,86509,65877,44218,17130,32293,69691,111098,454,7922,96866,55922,552,100566,139883
"23d60f46b053f35fbb27de9f6fc72c25",10390,9678,5534,2604,4426,388,3347,34051,2169,3959,8093,517,621,35441,2789,4391,8427,24698,6318,28915,45960,35073,27621,21474,21940,46610,20222,19597,17888,1868,25435,17839,14205,27040,9793
"a7f2f6611347fc0ff9138181ec3156f0",481,407,45770,2529,83991,73137,51,4266,509,58590,319,5682,419,183,1870,826,101,5,0,4600,68036,0,2463,199,1330,158,1529,555,0,0,43,0,0,3666,151
"bc667761506a5dfa7c5c8b0ac73e190e",46,3,0,1884,0,28,0,127,0,0,0,0,0,0,0,0,0,46349,41,65,12930,11848,14731,84303,132,32623,30544,17616,16704,28,2988,81,33,1234,20033
"2d58049459f2ece01dfc03c1e3363197",4626,5542,16293,8321,11056,35958,16247,18982,4357,20766,2252,555,2071,4395,13962,9076,4087,4789,21461,457,16567,723,3012,7843,1021,1162,2076,1071,11638,2476,6083,11263,3425,1245,3029
"ade3cc653418bb6fa1a4474e6b3c2b3b",3414,4517,1343,16441,6058,9116,16122,15658,26165,909,11102,5620,20978,35441,35746,20130,10672,2,0,650,640,10,0,0,245,0,296,114,288,762,1084,203,812,9759,6109
"f2c892cbc38fbbf5eec8fc4fba3b1276",9685,5715,19828,1801,10653,4755,2153,5063,524,1846,261,6356,2721,4522,860,383,43,48329,12990,30130,8585,24548,24654,83749,9619,39643,30546,41305,12240,16950,14426,16860,4318,18786,13108
"1efc43e70226f5f46933a5a7a4122d40",10914,4670,9923,64382,50734,44349,11602,7212,4551,231,15987,10430,3881,9952,7983,16776,2810,3250,2388,2039,805,2080,2949,3722,3315,5186,3409,8561,4980,17864,26481,8036,11794,18487,4242
"bf0777d0b1a66d15dd48d8aafd744bfa",15784,4331,6862,970,51076,3053,24,0,321,45,20,0,0,583,1312,0,0,1486,1175,8,4,229,352,16393,7,552,275,13395,2416,137630,17429,23998,5466,0,4534
"d5d6cf4818c7c9bc724b57cb6453f8da",187,0,0,63,4726,2539,562,274,9,306,4,312,0,160,372,59,15,25775,15764,1107,17120,22753,1263,56,1723,14904,1959,959,19783,7982,412,2248,6899,471,503
"b04701a6d0805fa074f611a143778a03",100,150,0,0,45550,24794,0,0,0,1158,0,36271,0,172,0,0,0,0,0,100,2,0,0,0,2075,0,0,46,72,169,10,0,37908,50,0
"84abf46dae6d7d827790c33b85966714",12618,4140,3780,6341,846,11173,8789,25987,6330,8538,24908,11497,18818,2711,2934,7619,24047,18144,3765,19497,33729,3940,707,2417,3951,2990,8095,4622,4482,690,7154,1711,33915,3173,35356
"133e0e6d4ad9b8f1c4d6993d30141439",134,1509,12967,2651,996,5524,227,127,112,858,232,2011,424,1277,1192,0,90,826,4275,0,11632,875,3081,2176,66335,598,20006,13737,11387,21050,3299,2887,109653,28,0
"ee52cd485b8d120cd5c8404e6b5c5a12",1773,2119,0,2082,0,0,0,6765,48,0,0,0,0,0,0,97,0,10207,1312,0,5428,531,6575,9151,0,5737,1988,0,22311,0,2840,25170,0,16931,3825
"50c5916a894cbeb0bbcd040591b5f09a",6627,7199,0,377,0,76,0,1867,0,48,0,0,0,0,0,0,0,22425,8580,686,151,28161,10126,12793,339,19148,1028,2819,5783,519,1153,9727,1793,204,145
"bac1cc1d444b534b7b04d156b1b30503",534,472,4746,1965,939,4848,1409,2353,2156,5097,3523,9199,5531,4381,1939,13098,9803,405,0,6505,4263,2039,33,853,757,223,434,3632,982,103,2635,529,3938,3630,33490
"d71d0ecf7ca931950800bcfcf284625e",11357,5242,11662,10014,8932,23195,5094,11949,1205,5297,1128,200,3824,4732,9779,4204,855,6325,95,11469,101,83,115,3791,57,2041,87,11488,18,7400,107,333,9508,74989,17392
"352f762cc14ea89c833f13ebd9ba11af",7,1431,7131,3145,5044,23472,606,19203,162,642,1156,1402,0,7861,8859,2600,2889,2547,50,15,18,0,0,36,2643,53,4642,300,171,962,2968,1342,48032,970,70
"030ccc57477a28dbc0598cba734be78b",42,0,8711,1521,407,181,513,0,0,14887,3677,18,0,0,0,0,0,0,29,94417,47,29,0,12,0,2359,0,13416,1622,126,74,108,283,0,68
"b9ef8ec695585e8d649662788cd7c94c",6573,6546,3539,4463,195,998,8633,4402,3169,1402,10340,5090,1444,11569,5148,5526,2117,0,0,126,1444,0,0,138,0,0,0,0,0,0,6,0,0,5934,10705
"c3bf24d80096db52c0c269166e29e164",241,240,2021,706,2755,3295,757,0,213,388,442,422,11,2276,440,0,1714,0,12076,0,30009,1499,477,10918,5679,8670,110,23262,38476,2838,4062,7956,4526,2874,20043
"670a1d798df08b9e9979749d4a61f407",14879,13967,211,99,1598,271,20,595,27,0,700,7123,285,6661,17451,342,261,137,106,55,18,58,247,447,110,951,120,37,28,15,1797,546,2,478,1272
"d4207ef41eac52323fcba48192a4a3a2",10053,11372,1185,10093,0,0,34949,12,18188,5368,10643,2200,10067,4319,5376,20040,21501,0,969,3456,504,50,141,242,6274,0,796,5414,980,0,548,400,0,7617,815
"9a2e801265201c290234cbb4cd625a05",65,83,0,24,0,0,167,74,4,1353,239,56510,0,16808,16176,0,20,129,135,2782,1563,0,0,4317,42884,2183,176,15,0,0,0,5,0,66,124
"88cfb31992f3209e6771c389bae3a0b8",11093,10788,0,2296,0,0,1722,6354,1267,520,3648,0,1017,339,3622,348,5480,9729,6,5,0,0,349,669,0,0,204,0,0,0,0,29,0,2412,530
"95f0f4df0bf7cc2205e58597d1d25507",1195,1128,5029,49,1805,1457,4777,11658,2363,4845,750,2979,101,3927,4868,1638,418,19989,5481,5008,5619,3540,7018,9963,12000,6659,3268,4896,5550,2322,8744,20793,481,1613,7242
"c2055fc2bdaff3397e06db65b4794392",2336,1474,1277,16291,0,7123,3672,509,12225,0,360,0,0,0,0,0,0,1081,0,1269,12,12,0,4,0,2166,0,7776,210,0,8743,22,162,16,35
"722900052d8c959e45c81b4dad917ec8",3953,3919,656,1347,497,743,4510,2140,1461,214,992,174,1517,726,47,1929,1026,1043,2165,665,3860,4133,3216,1604,1088,1162,6263,787,3110,735,6556,3777,509,44,428
"d55c750fcba88a70497c63d410d98ea9",1206,2069,2631,529,1233,1220,770,346,27,2445,135,4197,189,1627,2404,133,128,1200,577,8079,771,572,2310,4159,4470,1800,853,4649,5,1693,1347,3982,1411,2895,3329
"06e11976af81bef7d91e1ca318309f10",614,371,606,1908,1281,1731,175,6026,4578,1135,6042,451,548,2231,277,1948,566,3091,5820,5157,2997,7453,4619,8222,469,6149,2817,2301,4688,19,5846,192,694,235,93
"dc25c9c7e842964f8f9fd4fe5b24190f",592,586,67,4171,68,85,1167,2,1182,5993,1641,1088,552,1110,28753,1691,896,0,0,1624,2927,0,0,0,0,0,1300,0,17,0,0,0,0,10793,403
"a063260220ef0b5a3e13f73b1455d33f",375,1354,0,236,0,0,0,127,389,4072,65,46860,21,856,330,15,89,147,173,11048,37,0,0,80,83527,13,6,0,119,0,0,43,0,3126,1549
"f0b856bb16eaa212041520f9ce18c89d",0,0,6039,908,3332,14,408,0,318,0,1901,826,269,27868,5527,1911,1982,141,0,0,0,0,9,0,68,100,6019,0,0,0,0,7,0,0,0
"cca68dca09e7975534799bb08c5cbb66",2627,2955,2615,1215,5387,693,212,9758,16274,54,45,0,349,799,35,266,0,15331,6150,410,0,2993,8477,3562,58,1733,50,1645,3042,1672,4610,6624,1891,1098,1122
"4f53cafe7b4dbd0d3b8d163d86399005",5768,16688,734,3427,273,438,157,260,272,447,2461,447,1739,12626,19648,116,357,0,0,185,0,0,916,0,9,32,0,0,0,0,0,0,0,3683,1719
"7d2811f0973c48db718f6549abec953d",1232,120,994,0,0,18,565,765,0,0,11,0,145,92,262,152,0,2537,805,7200,1383,9219,8149,237,640,854,7305,1819,593,0,6186,1046,80,52,1115
"2c48da6ae3d2fec9d3ad65793ef57984",803,1176,594,5512,349,3929,2754,9576,5258,509,2890,3695,3705,4158,3383,4082,1678,1338,1570,0,1955,0,61,954,0,629,1379,0,492,163,261,45,377,484,898
"de9e223b7ca9e9eaa3c5e06d04e24096",137,592,999,4480,445,1893,3589,2024,1137,6387,3972,2305,3208,3793,5340,2777,2769,184,411,1070,738,193,572,731,1670,64,1915,719,1962,278,577,69,13666,3128,1527
"2c0023de506e3f70de4f31f6a86ffa55",261,1318,780,141,37,0,332,3659,1569,0,208,11,662,10082,4637,257,0,1448,2067,203,1157,2331,3903,408,770,1504,3041,1568,305,292,3990,6258,4,577,1327
"5218cf7cfaa9b328298e8d7186df5f53",54,2,107,163,0,41,1028,689,1694,24,862,21,1132,24,0,1983,518,1160,4360,0,18274,6183,7538,402,0,1005,11890,0,7276,14,5665,8035,0,2097,598
"30f082d3b2e05ba03c2a862b92b77248",379,533,1000,6775,0,1025,13810,970,16941,565,4729,1618,4402,1698,885,7670,40405,17,126,866,701,0,1883,11,24,21,2295,1087,3680,0,101,186,0,109,650
"cfb2b8810b71db5680b4f77fcc78ca6d",3,225,9,0,608,19,0,0,0,47848,0,400,0,0,0,0,177,0,0,1636,0,0,0,5,237,0,0,507,0,80,0,0,24,29,0
"fc2fc35f69ea891760963a5f503a5e85",31,66,0,0,0,339,432,11254,135,0,0,0,0,0,0,0,0,21236,358,2957,1071,672,66,2235,38,354,2226,339,527,9,42,45,234,0,139
"57216dfc75c376406ee944202a97507c",1281,2183,8948,163,8293,6799,325,54,190,1230,200,556,147,217,403,224,202,113,121,2347,1737,733,794,902,182,708,286,6917,336,7763,256,2770,3263,3696,3437
"bb0984bd6e249d82dcceccc016761b98",0,302,229,365,0,11,0,15309,462,0,2081,1281,0,24386,0,0,0,0,0,0,0,0,0,0,0,403,0,0,0,0,0,0,0,0,0
"249880ce439aef89ecb60e3b28972909",1173,1143,2734,0,1610,1463,602,2070,223,2141,67,155,51,980,3519,145,0,1907,425,4231,131,139,233,774,1400,921,264,5236,294,1486,573,106,470,587,795
"34afdc6b6f771c7e533cc772cdd19834",380,351,662,202,312,47,267,3811,44,248,1794,167,40,3206,562,189,153,864,822,389,4648,2252,2160,3367,4424,13160,4688,3093,2569,0,3482,1660,0,1133,5651
"9739d6de7312b5d8db9a900e50d24aee",0,0,252,0,781,106,0,0,0,0,285,0,9,0,0,31,0,9792,12,19199,390,1255,0,0,0,155,818,161,0,590,62,44,0,0,1711
"218b4c38550e9dca5119cc82c824a8ec",4847,4031,354,3646,24,573,1510,0,997,75,558,2467,2054,61,106,2651,524,1058,370,208,1513,1627,1024,87,6516,364,1450,467,3154,0,386,37,261,1367,361
"1208a80cfcf46e11ae3b473c9f0deffb",587,433,3626,5,1389,0,0,421,0,0,0,1341,13,290,1037,0,69,2717,582,0,411,193,373,764,799,3725,126,1433,251,622,270,495,43,5842,6336
"b8fe6a8b760c2100c18586a1e2dc723b",113,593,277,357,31,1453,357,9,235,1168,140,0,111,2317,301,6802,0,0,7389,1924,576,1866,902,5102,3,173,1485,461,473,45,423,161,9,189,632
"6d26a2179eb5b13057f4d1c85c899803",0,0,0,0,59,19,0,0,0,0,0,0,0,0,0,0,0,0,2804,0,1044,21,31,6550,0,892,2737,6,10917,24,25,15006,0,0,1460
"2b18f715a8a9a1be65b8478c2e61b328",2402,17538,72,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,8846,0,54,0,0,62,201,1225,0,0,0,41,0,0,24
"a5a08eea69d178107eb160fcc7f7f274",2017,2287,0,460,0,0,5869,454,1629,4443,1190,0,4860,1398,3166,626,0,71,20,1464,174,114,0,1947,0,21,161,1424,0,0,0,22,0,316,1232
"5e6793f2e45dd56ea765ffd12384307a",2728,3187,1532,3675,219,527,887,4093,2046,4040,2409,2334,4104,10548,8731,4616,2318,1195,438,157,0,1500,432,503,0,321,0,104,805,0,5,0,3,869,1971
"0dd94f9fded68d73875fbfad0c88774f",120,0,3346,0,13,313,0,11351,0,0,0,180,0,0,0,0,0,0,2117,4,243,0,0,27277,0,541,0,3792,1582,0,0,7140,39,8074,6950
"1896a29d6397efaffc85e692a88f3b64",0,0,0,66,0,0,0,0,0,13,0,0,0,0,0,0,439,0,113,338,0,0,8686,0,0,49,7,0,637,0,15723,0,0,815,0
"e4376c1b5c1e9ef24d883b9497fbec6b",7170,4562,2734,0,44,0,0,9160,486,1954,0,0,24,209,0,0,0,12569,0,0,0,162,0,402,0,103,0,89,0,59,0,0,0,65,5459
"da0cf914d7718f71bf9fe13e8afd2ab2",6,67,0,0,0,0,0,26045,0,0,0,0,0,0,0,0,0,509,0,0,0,0,0,45,0,0,0,0,13,0,0,0,0,0,14
"1edf1fe3c062e25e52bd4f2f34cbae91",0,0,0,0,113,16871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,68,0,15
"74d85736ad8dd79e64cc7b6e55e7c330",8572,6204,0,53,0,0,0,358,0,0,350,0,0,13301,59,0,225,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0
"28866bb664b7810571f29c59bf308b28",0,0,0,0,20989,3692,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,4008,0,0,0,0,1435,0,0,459,0,0
"c13c728e13bb95925e28c076a363a93e",2033,16900,1209,46,1862,116,80,94,23,361,100,20,53,112,578,82,17,262,28,13,7,29,22,16,43,22,19,2438,17,1550,30,37,1035,783,218
"b0f79e8cb1264fb4c205f84a2c66df8a",9597,4325,0,0,20,0,399,657,97,0,0,0,0,0,0,0,0,1819,507,1200,756,2294,2672,988,98,1153,781,430,1141,796,2363,10251,660,634,739
"22c0abec8c082d4f9ea6351ac3f5969e",0,19,0,0,1199,18236,0,14,0,472,24,3158,0,0,0,0,0,0,683,389,83,0,9,4148,5011,0,0,0,3193,0,0,493,313,25,619
"537c901261fc518c669646fdeec6cacc",437,701,253,351,11,208,1272,765,326,178,821,5,1115,1275,716,255,842,74,225,418,174,74,546,909,3,499,19,149,241,38,139,9840,19,113,571
"3a6f05ca769d8ebb1acbb1307eb6ed57",0,0,177,0,0,146,0,0,0,0,0,2430,7,0,0,0,0,0,0,0,0,0,0,0,19524,0,0,0,0,0,0,150,0,0,1532
"d1abcf42f7b76530b2fe629619e6f0f6",2505,5596,3079,2152,153,96,635,3453,464,48,2690,121,3303,3049,2156,373,300,3893,74,0,73,105,601,878,52,2715,484,433,83,63,904,1260,18,3125,3835
"c1d4f9bad2d0d392883a88895b5b7756",0,0,212,100,0,0,64,1502,9,134,14,1403,555,562,15,1191,664,0,1376,8171,1726,534,975,1466,63,2541,5734,0,9967,0,19,4564,0,0,372
"4a834c34fa4bc260e12439d81d404308",165,158,5322,0,0,0,29,2,31,5493,16,0,31,4,51,44,0,0,0,12460,0,0,0,0,0,0,0,2788,0,0,0,8,4,0,0
"32c7c0b34e4f8f0d0fa4a0ae734e7e3c",59,449,1537,608,286,2279,797,603,138,299,530,1402,210,1896,2454,979,518,133,93,38,2399,167,525,95,365,980,247,302,923,119,1436,86,0,0,207
"9390eb03436e81ed21af33736f7765db",652,2176,0,1686,0,0,4122,1445,540,2537,1545,0,722,325,0,4812,1158,183,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,103,0
"a7a027c76c613d97f8d78e5abd7aefff",98,47,3,0,0,0,0,2080,3002,0,2082,0,0,0,0,0,0,0,3014,1049,281,0,0,15,4,18,497,223,7255,27,21,2151,0,0,2
